Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Ano (Código),Ano,Variável (Código),Variável,Sexo (Código),Sexo,Idade (Código),Idade,Forma de declaração da idade (Código),Forma de declaração da idade
3,Unidade da Federação,45,Pessoas,25734,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6581,24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,130696,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93088,25 a 29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,26004,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6582,25 anos,113635,Total
3,Unidade da Federação,45,Pessoas,26236,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6656,26 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27172,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6657,27 anos,113635,Total
3,Unidade da Federação,45,Pessoas,26108,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6658,28 anos,113635,Total
3,Unidade da Federação,45,Pessoas,25176,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6659,29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,131955,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93089,30 a 34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,26316,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6583,30 anos,113635,Total
3,Unidade da Federação,45,Pessoas,23320,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6584,31 anos,113635,Total
3,Unidade da Federação,45,Pessoas,26026,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6585,32 anos,113635,Total
3,Unidade da Federação,45,Pessoas,28012,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6586,33 anos,113635,Total
3,Unidade da Federação,45,Pessoas,28281,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6587,34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,139658,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93090,35 a 39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,29167,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6588,35 anos,113635,Total
3,Unidade da Federação,45,Pessoas,28879,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6589,36 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27782,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6590,37 anos,113635,Total
3,Unidade da Federação,45,Pessoas,26503,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6591,38 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27327,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6592,39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,132837,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93091,40 a 44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,29925,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6593,40 anos,113635,Total
3,Unidade da Federação,45,Pessoas,26101,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6594,41 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27098,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6595,42 anos,113635,Total
3,Unidade da Federação,45,Pessoas,25712,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6596,43 anos,113635,Total
3,Unidade da Federação,45,Pessoas,24001,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6597,44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,114701,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93092,45 a 49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,24122,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6598,45 anos,113635,Total
3,Unidade da Federação,45,Pessoas,22706,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6599,46 anos,113635,Total
3,Unidade da Federação,45,Pessoas,22964,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6600,47 anos,113635,Total
3,Unidade da Federação,45,Pessoas,22781,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6601,48 anos,113635,Total
3,Unidade da Federação,45,Pessoas,22128,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6602,49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,106235,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93093,50 a 54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,22257,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6603,50 anos,113635,Total
3,Unidade da Federação,45,Pessoas,19597,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6604,51 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21992,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6605,52 anos,113635,Total
3,Unidade da Federação,45,Pessoas,20981,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6606,53 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21408,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6607,54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,102477,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93094,55 a 59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21475,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6608,55 anos,113635,Total
3,Unidade da Federação,45,Pessoas,20744,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6609,56 anos,113635,Total
3,Unidade da Federação,45,Pessoas,20206,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6610,57 anos,113635,Total
3,Unidade da Federação,45,Pessoas,20896,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6611,58 anos,113635,Total
3,Unidade da Federação,45,Pessoas,19156,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6612,59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,80756,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93095,60 a 64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,18670,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6613,60 anos,113635,Total
3,Unidade da Federação,45,Pessoas,16832,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6614,61 anos,113635,Total
3,Unidade da Federação,45,Pessoas,16587,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6615,62 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13823,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6616,63 anos,113635,Total
3,Unidade da Federação,45,Pessoas,14844,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6617,64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,62491,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93096,65 a 69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,14745,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6618,65 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13451,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6619,66 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12269,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6620,67 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11791,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6621,68 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10235,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6622,69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,50834,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93097,70 a 74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10860,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6623,70 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9660,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6624,71 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11558,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6625,72 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9283,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6626,73 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9473,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6627,74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,34956,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,93098,75 a 79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8610,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6628,75 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7625,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6629,76 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7003,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6630,77 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6376,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6631,78 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5342,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6632,79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,25557,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,49108,80 a 84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6175,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6633,80 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5045,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6634,81 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5760,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6635,82 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4489,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6636,83 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4088,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6637,84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,14309,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,49109,85 a 89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3493,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6638,85 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3625,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6639,86 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2962,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6640,87 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2435,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6641,88 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1794,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6642,89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6877,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,60040,90 a 94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1953,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6643,90 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1490,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6644,91 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1417,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6645,92 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1096,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6646,93 anos,113635,Total
3,Unidade da Federação,45,Pessoas,921,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6647,94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2698,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,60041,95 a 99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,849,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6648,95 anos,113635,Total
3,Unidade da Federação,45,Pessoas,665,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6649,96 anos,113635,Total
3,Unidade da Federação,45,Pessoas,530,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6650,97 anos,113635,Total
3,Unidade da Federação,45,Pessoas,390,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6651,98 anos,113635,Total
3,Unidade da Federação,45,Pessoas,264,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6652,99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,679,24,Rio Grande do Norte,2022,2022,93,População residente,5,Mulheres,6653,100 anos ou mais,113635,Total
3,Unidade da Federação,45,Pessoas,3974687,25,Paraíba,2022,2022,93,População residente,6794,Total,100362,Total,113635,Total
3,Unidade da Federação,45,Pessoas,264885,25,Paraíba,2022,2022,93,População residente,6794,Total,93070,0 a 4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,48761,25,Paraíba,2022,2022,93,População residente,6794,Total,6557,Menos de 1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,3803,25,Paraíba,2022,2022,93,População residente,6794,Total,93071,Menos de 1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,3882,25,Paraíba,2022,2022,93,População residente,6794,Total,93072,1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,4157,25,Paraíba,2022,2022,93,População residente,6794,Total,93073,2 meses,113635,Total
3,Unidade da Federação,45,Pessoas,3895,25,Paraíba,2022,2022,93,População residente,6794,Total,93074,3 meses,113635,Total
3,Unidade da Federação,45,Pessoas,4259,25,Paraíba,2022,2022,93,População residente,6794,Total,93075,4 meses,113635,Total
3,Unidade da Federação,45,Pessoas,3695,25,Paraíba,2022,2022,93,População residente,6794,Total,93076,5 meses,113635,Total
3,Unidade da Federação,45,Pessoas,3771,25,Paraíba,2022,2022,93,População residente,6794,Total,93077,6 meses,113635,Total
3,Unidade da Federação,45,Pessoas,4281,25,Paraíba,2022,2022,93,População residente,6794,Total,93078,7 meses,113635,Total
3,Unidade da Federação,45,Pessoas,4106,25,Paraíba,2022,2022,93,População residente,6794,Total,93079,8 meses,113635,Total
3,Unidade da Federação,45,Pessoas,4350,25,Paraíba,2022,2022,93,População residente,6794,Total,93080,9 meses,113635,Total
3,Unidade da Federação,45,Pessoas,4364,25,Paraíba,2022,2022,93,População residente,6794,Total,93081,10 meses,113635,Total
3,Unidade da Federação,45,Pessoas,4198,25,Paraíba,2022,2022,93,População residente,6794,Total,93082,11 meses,113635,Total
3,Unidade da Federação,45,Pessoas,50665,25,Paraíba,2022,2022,93,População residente,6794,Total,6558,1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,53113,25,Paraíba,2022,2022,93,População residente,6794,Total,6559,2 anos,113635,Total
3,Unidade da Federação,45,Pessoas,55716,25,Paraíba,2022,2022,93,População residente,6794,Total,6560,3 anos,113635,Total
3,Unidade da Federação,45,Pessoas,56630,25,Paraíba,2022,2022,93,População residente,6794,Total,6561,4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,276601,25,Paraíba,2022,2022,93,População residente,6794,Total,93084,5 a 9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,51352,25,Paraíba,2022,2022,93,População residente,6794,Total,6562,5 anos,113635,Total
3,Unidade da Federação,45,Pessoas,56985,25,Paraíba,2022,2022,93,População residente,6794,Total,6563,6 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57551,25,Paraíba,2022,2022,93,População residente,6794,Total,6564,7 anos,113635,Total
3,Unidade da Federação,45,Pessoas,55308,25,Paraíba,2022,2022,93,População residente,6794,Total,6565,8 anos,113635,Total
3,Unidade da Federação,45,Pessoas,55405,25,Paraíba,2022,2022,93,População residente,6794,Total,6566,9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,285435,25,Paraíba,2022,2022,93,População residente,6794,Total,93085,10 a 14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,55182,25,Paraíba,2022,2022,93,População residente,6794,Total,6567,10 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57124,25,Paraíba,2022,2022,93,População residente,6794,Total,6568,11 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57365,25,Paraíba,2022,2022,93,População residente,6794,Total,6569,12 anos,113635,Total
3,Unidade da Federação,45,Pessoas,58250,25,Paraíba,2022,2022,93,População residente,6794,Total,6570,13 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57514,25,Paraíba,2022,2022,93,População residente,6794,Total,6571,14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,296275,25,Paraíba,2022,2022,93,População residente,6794,Total,93086,15 a 19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57945,25,Paraíba,2022,2022,93,População residente,6794,Total,6572,15 anos,113635,Total
3,Unidade da Federação,45,Pessoas,59363,25,Paraíba,2022,2022,93,População residente,6794,Total,6573,16 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60438,25,Paraíba,2022,2022,93,População residente,6794,Total,6574,17 anos,113635,Total
3,Unidade da Federação,45,Pessoas,59408,25,Paraíba,2022,2022,93,População residente,6794,Total,6575,18 anos,113635,Total
3,Unidade da Federação,45,Pessoas,59121,25,Paraíba,2022,2022,93,População residente,6794,Total,6576,19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,301247,25,Paraíba,2022,2022,93,População residente,6794,Total,93087,20 a 24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60835,25,Paraíba,2022,2022,93,População residente,6794,Total,6577,20 anos,113635,Total
3,Unidade da Federação,45,Pessoas,59893,25,Paraíba,2022,2022,93,População residente,6794,Total,6578,21 anos,113635,Total
3,Unidade da Federação,45,Pessoas,62857,25,Paraíba,2022,2022,93,População residente,6794,Total,6579,22 anos,113635,Total
3,Unidade da Federação,45,Pessoas,58628,25,Paraíba,2022,2022,93,População residente,6794,Total,6580,23 anos,113635,Total
3,Unidade da Federação,45,Pessoas,59034,25,Paraíba,2022,2022,93,População residente,6794,Total,6581,24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,296144,25,Paraíba,2022,2022,93,População residente,6794,Total,93088,25 a 29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60265,25,Paraíba,2022,2022,93,População residente,6794,Total,6582,25 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60695,25,Paraíba,2022,2022,93,População residente,6794,Total,6656,26 anos,113635,Total
3,Unidade da Federação,45,Pessoas,61764,25,Paraíba,2022,2022,93,População residente,6794,Total,6657,27 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57283,25,Paraíba,2022,2022,93,População residente,6794,Total,6658,28 anos,113635,Total
3,Unidade da Federação,45,Pessoas,56137,25,Paraíba,2022,2022,93,População residente,6794,Total,6659,29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,296272,25,Paraíba,2022,2022,93,População residente,6794,Total,93089,30 a 34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60185,25,Paraíba,2022,2022,93,População residente,6794,Total,6583,30 anos,113635,Total
3,Unidade da Federação,45,Pessoas,55461,25,Paraíba,2022,2022,93,População residente,6794,Total,6584,31 anos,113635,Total
3,Unidade da Federação,45,Pessoas,58490,25,Paraíba,2022,2022,93,População residente,6794,Total,6585,32 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60857,25,Paraíba,2022,2022,93,População residente,6794,Total,6586,33 anos,113635,Total
3,Unidade da Federação,45,Pessoas,61279,25,Paraíba,2022,2022,93,População residente,6794,Total,6587,34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,312802,25,Paraíba,2022,2022,93,População residente,6794,Total,93090,35 a 39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,63656,25,Paraíba,2022,2022,93,População residente,6794,Total,6588,35 anos,113635,Total
3,Unidade da Federação,45,Pessoas,64180,25,Paraíba,2022,2022,93,População residente,6794,Total,6589,36 anos,113635,Total
3,Unidade da Federação,45,Pessoas,62119,25,Paraíba,2022,2022,93,População residente,6794,Total,6590,37 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60257,25,Paraíba,2022,2022,93,População residente,6794,Total,6591,38 anos,113635,Total
3,Unidade da Federação,45,Pessoas,62590,25,Paraíba,2022,2022,93,População residente,6794,Total,6592,39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,305665,25,Paraíba,2022,2022,93,População residente,6794,Total,93091,40 a 44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,67093,25,Paraíba,2022,2022,93,População residente,6794,Total,6593,40 anos,113635,Total
3,Unidade da Federação,45,Pessoas,60628,25,Paraíba,2022,2022,93,População residente,6794,Total,6594,41 anos,113635,Total
3,Unidade da Federação,45,Pessoas,62534,25,Paraíba,2022,2022,93,População residente,6794,Total,6595,42 anos,113635,Total
3,Unidade da Federação,45,Pessoas,59438,25,Paraíba,2022,2022,93,População residente,6794,Total,6596,43 anos,113635,Total
3,Unidade da Federação,45,Pessoas,55972,25,Paraíba,2022,2022,93,População residente,6794,Total,6597,44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,265168,25,Paraíba,2022,2022,93,População residente,6794,Total,93092,45 a 49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,55283,25,Paraíba,2022,2022,93,População residente,6794,Total,6598,45 anos,113635,Total
3,Unidade da Federação,45,Pessoas,54285,25,Paraíba,2022,2022,93,População residente,6794,Total,6599,46 anos,113635,Total
3,Unidade da Federação,45,Pessoas,53488,25,Paraíba,2022,2022,93,População residente,6794,Total,6600,47 anos,113635,Total
3,Unidade da Federação,45,Pessoas,51952,25,Paraíba,2022,2022,93,População residente,6794,Total,6601,48 anos,113635,Total
3,Unidade da Federação,45,Pessoas,50160,25,Paraíba,2022,2022,93,População residente,6794,Total,6602,49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,238037,25,Paraíba,2022,2022,93,População residente,6794,Total,93093,50 a 54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,50115,25,Paraíba,2022,2022,93,População residente,6794,Total,6603,50 anos,113635,Total
3,Unidade da Federação,45,Pessoas,45666,25,Paraíba,2022,2022,93,População residente,6794,Total,6604,51 anos,113635,Total
3,Unidade da Federação,45,Pessoas,49620,25,Paraíba,2022,2022,93,População residente,6794,Total,6605,52 anos,113635,Total
3,Unidade da Federação,45,Pessoas,46368,25,Paraíba,2022,2022,93,População residente,6794,Total,6606,53 anos,113635,Total
3,Unidade da Federação,45,Pessoas,46268,25,Paraíba,2022,2022,93,População residente,6794,Total,6607,54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,220828,25,Paraíba,2022,2022,93,População residente,6794,Total,93094,55 a 59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,45924,25,Paraíba,2022,2022,93,População residente,6794,Total,6608,55 anos,113635,Total
3,Unidade da Federação,45,Pessoas,45458,25,Paraíba,2022,2022,93,População residente,6794,Total,6609,56 anos,113635,Total
3,Unidade da Federação,45,Pessoas,43977,25,Paraíba,2022,2022,93,População residente,6794,Total,6610,57 anos,113635,Total
3,Unidade da Federação,45,Pessoas,44613,25,Paraíba,2022,2022,93,População residente,6794,Total,6611,58 anos,113635,Total
3,Unidade da Federação,45,Pessoas,40856,25,Paraíba,2022,2022,93,População residente,6794,Total,6612,59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,176691,25,Paraíba,2022,2022,93,População residente,6794,Total,93095,60 a 64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,39720,25,Paraíba,2022,2022,93,População residente,6794,Total,6613,60 anos,113635,Total
3,Unidade da Federação,45,Pessoas,36123,25,Paraíba,2022,2022,93,População residente,6794,Total,6614,61 anos,113635,Total
3,Unidade da Federação,45,Pessoas,36865,25,Paraíba,2022,2022,93,População residente,6794,Total,6615,62 anos,113635,Total
3,Unidade da Federação,45,Pessoas,31455,25,Paraíba,2022,2022,93,População residente,6794,Total,6616,63 anos,113635,Total
3,Unidade da Federação,45,Pessoas,32528,25,Paraíba,2022,2022,93,População residente,6794,Total,6617,64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,140713,25,Paraíba,2022,2022,93,População residente,6794,Total,93096,65 a 69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,31235,25,Paraíba,2022,2022,93,População residente,6794,Total,6618,65 anos,113635,Total
3,Unidade da Federação,45,Pessoas,29739,25,Paraíba,2022,2022,93,População residente,6794,Total,6619,66 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27323,25,Paraíba,2022,2022,93,População residente,6794,Total,6620,67 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27762,25,Paraíba,2022,2022,93,População residente,6794,Total,6621,68 anos,113635,Total
3,Unidade da Federação,45,Pessoas,24654,25,Paraíba,2022,2022,93,População residente,6794,Total,6622,69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,114396,25,Paraíba,2022,2022,93,População residente,6794,Total,93097,70 a 74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,25561,25,Paraíba,2022,2022,93,População residente,6794,Total,6623,70 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21572,25,Paraíba,2022,2022,93,População residente,6794,Total,6624,71 anos,113635,Total
3,Unidade da Federação,45,Pessoas,25652,25,Paraíba,2022,2022,93,População residente,6794,Total,6625,72 anos,113635,Total
3,Unidade da Federação,45,Pessoas,20248,25,Paraíba,2022,2022,93,População residente,6794,Total,6626,73 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21363,25,Paraíba,2022,2022,93,População residente,6794,Total,6627,74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,78868,25,Paraíba,2022,2022,93,População residente,6794,Total,93098,75 a 79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,18526,25,Paraíba,2022,2022,93,População residente,6794,Total,6628,75 anos,113635,Total
3,Unidade da Federação,45,Pessoas,16791,25,Paraíba,2022,2022,93,População residente,6794,Total,6629,76 anos,113635,Total
3,Unidade da Federação,45,Pessoas,15972,25,Paraíba,2022,2022,93,População residente,6794,Total,6630,77 anos,113635,Total
3,Unidade da Federação,45,Pessoas,14565,25,Paraíba,2022,2022,93,População residente,6794,Total,6631,78 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13014,25,Paraíba,2022,2022,93,População residente,6794,Total,6632,79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,55786,25,Paraíba,2022,2022,93,População residente,6794,Total,49108,80 a 84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13343,25,Paraíba,2022,2022,93,População residente,6794,Total,6633,80 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11186,25,Paraíba,2022,2022,93,População residente,6794,Total,6634,81 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12867,25,Paraíba,2022,2022,93,População residente,6794,Total,6635,82 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9580,25,Paraíba,2022,2022,93,População residente,6794,Total,6636,83 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8810,25,Paraíba,2022,2022,93,População residente,6794,Total,6637,84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,29470,25,Paraíba,2022,2022,93,População residente,6794,Total,49109,85 a 89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7822,25,Paraíba,2022,2022,93,População residente,6794,Total,6638,85 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7549,25,Paraíba,2022,2022,93,População residente,6794,Total,6639,86 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6012,25,Paraíba,2022,2022,93,População residente,6794,Total,6640,87 anos,113635,Total
